epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,29300.1,1.10754,1.19589,0.01143,0.85265,0.75134,0.85231,0.64008,0.99149,0.78347,0.0214,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
89,29633.7,1.11352,1.21532,0.01193,0.8049,0.81955,0.8501,0.62073,1.0335,0.77902,0.02255,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
90,29968.7,1.10117,1.19613,0.01187,0.83018,0.77612,0.83201,0.62363,1.00228,0.85541,0.02075,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
91,30298.8,1.0966,1.21228,0.01142,0.85839,0.78384,0.85567,0.63592,1.01857,0.78675,0.0211,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
92,30633.1,1.0989,1.19978,0.01154,0.82654,0.75123,0.84587,0.6274,1.0252,0.82222,0.02171,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
93,30965.6,1.09142,1.1941,0.01173,0.85424,0.77007,0.86485,0.62878,1.03061,0.77136,0.02137,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
94,31299.3,1.0821,1.17466,0.01168,0.8153,0.8149,0.87093,0.639,0.98627,0.76911,0.01988,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
95,31629.3,1.09575,1.16061,0.01166,0.82412,0.80373,0.85893,0.63202,1.00552,0.7884,0.02106,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
96,31961.8,1.08065,1.15963,0.01152,0.83456,0.78112,0.84707,0.62114,1.02812,0.81648,0.02244,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
97,32292.4,1.0839,1.15735,0.0115,0.83138,0.78529,0.8532,0.63551,1.05557,0.79754,0.02209,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
98,32623.1,1.10349,1.1439,0.01162,0.82957,0.82305,0.86313,0.64841,0.98312,0.76957,0.02074,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
99,32952.6,1.06991,1.15176,0.01125,0.83155,0.7845,0.8517,0.63522,1.02155,0.83459,0.0211,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
100,33281.5,1.06198,1.15351,0.01119,0.84457,0.7908,0.86386,0.64151,0.99068,0.79636,0.02004,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
101,33610.1,1.07759,1.13534,0.01136,0.84892,0.77703,0.84111,0.63189,0.99688,0.78123,0.02078,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
102,33941.3,1.05768,1.13981,0.01121,0.82521,0.77077,0.8488,0.62825,1.0175,0.8272,0.02196,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
103,34274.6,1.06068,1.10967,0.01102,0.79942,0.82356,0.87295,0.65312,0.99054,0.73214,0.02022,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
104,34606.4,1.07035,1.13636,0.01118,0.8529,0.80896,0.86347,0.64143,0.99864,0.73921,0.02069,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
105,34940.7,1.06302,1.10942,0.01116,0.79236,0.82631,0.85913,0.63015,1.00309,0.82151,0.02095,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
106,35273.7,1.07249,1.13842,0.01135,0.79983,0.81982,0.8593,0.64005,1.00766,0.74984,0.02129,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
107,35606.4,1.05614,1.11476,0.01127,0.87263,0.79946,0.87009,0.63992,1.0178,0.71234,0.02201,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
108,35936.4,1.05611,1.10395,0.01105,0.82606,0.8275,0.8623,0.63503,1.00092,0.7314,0.02045,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
109,36267.4,1.06186,1.11028,0.01121,0.7879,0.8033,0.84894,0.6192,1.04395,0.81148,0.02264,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
110,36600.9,1.07241,1.12103,0.01107,0.85828,0.81332,0.86798,0.64159,1.00833,0.74714,0.02051,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
111,36935.5,1.05217,1.10393,0.01091,0.83829,0.79979,0.86915,0.64302,1.02927,0.77403,0.02235,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
112,37270.6,1.04786,1.08185,0.01128,0.84808,0.81044,0.88277,0.66405,0.97671,0.72449,0.02051,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
113,37604.8,1.04212,1.07679,0.01089,0.82528,0.81096,0.86459,0.63492,1.00336,0.76029,0.02135,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
114,37935.2,1.05387,1.10983,0.01111,0.85008,0.80642,0.86781,0.64026,1.02521,0.75353,0.02114,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
